Период_год,Период_неделя,Период_Начало нед,"KPI данные понедельно АлфаРМ_Продажи, рубли","KPI данные понедельно АлфаРМ_Продажи, упаковки","KPIданные помесячно АлфаРМ_Продажи, рубли","KPI данные помесячно АлфаРМ (по SKU)_раствор 0.01 % 150 мл N1, руб","KPI данные помесячно АлфаРМ (по SKU)_раствор  0.01 % 50 мл N1, руб","KPI данные помесячно АлфаРМ (по SKU)_раствор 0.01 % 500 мл N1, руб","KPI данные помесячно АлфаРМ (по SKU)_раствор 0.01 % 150 мл N1, упаковки","KPI данные помесячно АлфаРМ (по SKU)_раствор  0.01 % 50 мл N1, упаковки","KPI данные помесячно АлфаРМ (по SKU)_раствор 0.01 % 500 мл N1, упаковки",Дистрибуция (данные Альфа РМ)_Дистрибуция Мирамистин,выписки врачами_Выписки,статистика заболеваемости_Статистика заболеваемости,индекс цены_Индекс цены,развитие дженериков_Развитие Дженериков (средняя дистрибуция),развитие дженериков_Развитие Дженериков (кол-во брендов),"Медиа ТВ (Моделируемый бренд)_(1)ТВ, trp(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(1)ТВ, рубли","Медиа ТВ (Моделируемый бренд)_(1)ТВ, охват 5+(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(2)ТВ, trp(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(2)ТВ, рубли","Медиа ТВ (Моделируемый бренд)_(2)ТВ, охват 5+(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(3)ТВ, trp(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(3)ТВ, рубли","Медиа ТВ (Моделируемый бренд)_(3)ТВ, охват 5+(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(4)ТВ, trp(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(4)ТВ, рубли","Медиа ТВ (Моделируемый бренд)_(4)ТВ, охват 5+(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(тотал)ТВ, trp(Ж 30-60 ВС)","Медиа ТВ (Моделируемый бренд)_(тотал)ТВ, рубли","Медиа ТВ (Моделируемый бренд)_(тотал)ТВ, охват 5+(Ж 30-60 ВС)","Медиа Диджитал (Моделируемый бренд)_Диджитал, рубли","Медиа Радио (Моделируемый бренд)_Радио, рубли","Медиа Радио (Моделируемый бренд)_Радио, количество выходов",Запросы Wordstat_Запросы Wordstat,"Медиа (Конкурент 1)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 1)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 1)_ТВ, рубли","Медиа (Конкурент 1)_Диджитал, руб","Медиа (Конкурент 1)_ТВ спонсорство, рубли","Медиа (Конкурент 1)_OOH, рубли","Медиа (Конкурент 1)_Радио, рубли",Медиа (Конкурент 1)_Итого,"Медиа (Конкурент 2)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 2)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 2)_ТВ, рубли","Медиа (Конкурент 2)_Диджитал, руб","Медиа (Конкурент 2)_ТВ спонсорство, рубли","Медиа (Конкурент 2)_OOH, рубли","Медиа (Конкурент 2)_Радио, рубли",Медиа (Конкурент 2)_Итого,"Медиа (Конкурент 3)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 3)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 3)_ТВ, рубли","Медиа (Конкурент 3)_Диджитал, руб","Медиа (Конкурент 3)_ТВ спонсорство, рубли","Медиа (Конкурент 3)_OOH, рубли","Медиа (Конкурент 3)_Радио, рубли","Медиа (Конкурент 3)_ТВ Рег, рубли",Медиа (Конкурент 3)_Итого,"Медиа (Конкурент 4)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 4)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 4)_ТВ, рубли","Медиа (Конкурент 4)_Диджитал, руб","Медиа (Конкурент 4)_ТВ спонсорство, рубли","Медиа (Конкурент 4)_OOH, рубли","Медиа (Конкурент 4)_Радио, рубли",Медиа (Конкурент 4)_Итого,"Медиа (Конкурент 5)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 5)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 5)_ТВ, рубли","Медиа (Конкурент 5)_Диджитал, руб","Медиа (Конкурент 5)_ТВ спонсорство, рубли","Медиа (Конкурент 5)_OOH, рубли","Медиа (Конкурент 5)_Радио, рубли","Медиа (Конкурент 5)_ТВ Рег, рубли",Медиа (Конкурент 5)_Итого,"Медиа (Конкурент 6)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 6)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 6)_ТВ, рубли","Медиа (Конкурент 6)_Диджитал, руб","Медиа (Конкурент 6)_ТВ спонсорство, рубли","Медиа (Конкурент 6)_OOH, рубли","Медиа (Конкурент 6)_Радио, рубли","Медиа (Конкурент 6)_ТВ Рег, рубли",Медиа (Конкурент 6)_Итого,"Медиа (Конкурент 7)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 7)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 7)_ТВ, рубли","Медиа (Конкурент 7)_Диджитал, руб","Медиа (Конкурент 7)_ТВ спонсорство, рубли","Медиа (Конкурент 7)_OOH, рубли","Медиа (Конкурент 7)_Радио, рубли","Медиа (Конкурент 7)_ТВ Рег, рубли",Медиа (Конкурент 7)_Итого,"Медиа (Конкурент 8)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 8)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 8)_ТВ, рубли","Медиа (Конкурент 8)_Диджитал, руб","Медиа (Конкурент 8)_ТВ спонсорство, рубли","Медиа (Конкурент 8)_OOH, рубли","Медиа (Конкурент 8)_Радио, рубли",Медиа (Конкурент 8)_Итого,"Медиа (Конкурент 9)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 9)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 9)_ТВ, рубли","Медиа (Конкурент 9)_Диджитал, руб","Медиа (Конкурент 9)_ТВ спонсорство, рубли","Медиа (Конкурент 9)_OOH, рубли","Медиа (Конкурент 9)_Радио, рубли","Медиа (Конкурент 9)_ТВ Рег, рубли",Медиа (Конкурент 9)_Итого,"Медиа (Конкурент 10)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 10)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 10)_ТВ, рубли","Медиа (Конкурент 10)_Диджитал, руб","Медиа (Конкурент 10)_ТВ спонсорство, рубли","Медиа (Конкурент 10)_OOH, рубли","Медиа (Конкурент 10)_Радио, рубли",Медиа (Конкурент 10)_Итого,"Медиа (Конкурент 11)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 11)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 11)_ТВ, рубли","Медиа (Конкурент 11)_Диджитал, руб","Медиа (Конкурент 11)_ТВ спонсорство, рубли","Медиа (Конкурент 11)_OOH, рубли","Медиа (Конкурент 11)_Радио, рубли",Медиа (Конкурент 11)_Итого,"Медиа (Конкурент 12)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 12)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 12)_ТВ, рубли","Медиа (Конкурент 12)_Диджитал, руб","Медиа (Конкурент 12)_ТВ спонсорство, рубли","Медиа (Конкурент 12)_OOH, рубли","Медиа (Конкурент 12)_Радио, рубли","Медиа (Конкурент 12)_ТВ Рег, рубли",Медиа (Конкурент 12)_Итого,"Медиа (Конкурент 13)_ТВ, trp(Ж 30-60 ВС)","Медиа (Конкурент 13)_ТВ, охват 5+(Ж 30-60 ВС)","Медиа (Конкурент 13)_ТВ, рубли","Медиа (Конкурент 13)_Диджитал, руб","Медиа (Конкурент 13)_ТВ спонсорство, рубли","Медиа (Конкурент 13)_OOH, рубли","Медиа (Конкурент 13)_Радио, рубли",Медиа (Конкурент 13)_Итого
2019,1,2018-12-31 00:00:00,41535567.339,114621.15,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,99698.59543269231,508956,1.5413203366010262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1057612.5,0,0,76854.75,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1606934.2732258067,1606934.273,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3813979.039838711,3813979.04,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,294.1491964488001,23.698500000000003,5174523.63580645,0,0,0,0,0,5174523.636,0,0,0,0,0,0,0,,293.11491742155,21.924,5670257.202580646,227587.5,0,0,0,5897844.703,191.58705273750004,9.8385,1645238.9337096778,3033351.5625,0,0,0,7155663.632419354,11834254.13,207.90310644599998,15.361500000000001,9085528.010322582,0,0,0,0,9085528.01
2019,2,2019-01-07 00:00:00,51222286.227000006,141523.2,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,99698.59543269231,804825,1.5413203366010262,0,0,7.2956247,5455512.102193549,0,0,0,0,0,0,0,0,0,0,7.2956247,5728287.707,0,844452,0,0,89113.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1874756.6520967744,1874756.652,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4449642.213145163,4449642.213,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,245.28726533850002,19.614,6036944.241774191,0,0,0,0,0,6036944.242,0,0,0,0,0,0,0,,241.8108639660001,19.0365,6615300.069677419,229446,0,0,0,6844746.07,142.21599656250004,10.08,1919445.4226612907,3728812.5,0,0,0,8348274.23782258,13996532.16,317.46754157999993,25.5255,10599782.67870968,0,0,0,0,10599782.68
2019,3,2019-01-14 00:00:00,57127348.90799998,157926.30000000002,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,99698.59543269231,993384,1.5413203366010262,0,0,404.32405524000006,6364764.1192258075,32.802,0,0,0,0,0,0,0,0,0,404.32405524000006,6683002.325,32.802,1235682,0,0,96066.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1874756.6520967744,1874756.652,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4449642.213145163,4449642.213,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,181.1659296615,11.571,12073888.48354838,0,0,0,0,0,12073888.48,0,0,0,0,0,0,0,,247.19692653809997,18.889499999999998,6615300.069677419,984564,0,0,0,7599864.07,98.84403609884998,6.132,1919445.4226612907,1198575,0,0,0,8348274.23782258,11466294.66,192.81668183400004,13.912500000000001,10599782.67870968,0,0,0,0,10599782.68
2019,4,2019-01-21 00:00:00,63040990.93950002,173746.65,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,99698.59543269231,1186542,1.5413203366010262,0,0,310.83986745,6364764.1192258075,25.557000000000002,0,0,0,0,0,0,0,0,0,310.83986745,6683002.325,25.557000000000002,538272,0,0,99189.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1874756.6520967744,1874756.652,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4449642.213145163,4449642.213,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0, ,0,0,0,0,0,,0,0,0,0,0,0,0,,132.686259993,6.783,6615300.069677419,897813,0,0,0,7513113.07,201.97539752250006,15.855,1919445.4226612907,496912.5,0,0,0,8348274.23782258,10764632.16,138.37162087665,8.0535,10599782.67870968,0,0,0,0,10599782.68
2019,5,2019-01-28 00:00:00,67336888.86750002,185551.80000000002,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9210697674418645,99698.59543269231,1454817,1.5413203366010262,0,0,319.54648485900003,6364764.1192258075,26.785500000000003,0,0,0,0,0,0,0,0,0,319.54648485900003,6683002.325,26.785500000000003,0,0,0,108418.8,0,0,0,0,0,0,0,,0,0,0,65268,0,0,0,65268,0,0,0,0,0,0,0,2787267.9679838708,2787267.968,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4620378.180725808,4620378.181,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,217.14010695825002,16.191,11102095.65012097,0,0,0,0,0,11102095.65,0,0,0,0,0,892800.0000000001,0,892800,352.69028185754996,30.1875,9590249.094012098,1003590,0,0,0,10593839.09,105.75613715414998,6.1530000000000005,1911792.1603064518,596137.5,0,0,0,8477038.252862902,10984967.91,286.98411319515,24.2235,12893092.405548388,0,0,0,0,12893092.41
2019,6,2019-02-04 00:00:00,70424479.9545,193607.4,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,99698.59543269231,1500807,1.5413203366010262,0,0,848.9115248775001,10970793.590129033,53.6655,0,0,0,0,0,0,0,0,0,848.9115248775,11519333.27,53.6655,0,0,0,129483.90000000001,0,0,0,0,0,0,0,,0,0,0,297255,0,0,0,297255,0,0,0,0,0,0,0,4003949.722499999,4003949.723,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4848026.137500001,4848026.138,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,213.19816861560003,14.847000000000001,17855630.861250002,0,0,0,0,0,17855630.86,0,0,0,0,0,2083200,0,2083200,403.85818458614995,31.5945,13556847.793125002,0,0,0,0,13556847.79,63.681447832799996,3.4020000000000006,1901587.8105000001,389812.5,0,0,0,8648723.606249997,10940123.92,337.82632280250004,26.628,15950838.708,0,0,0,0,15950838.71
2019,7,2019-02-11 00:00:00,68621184.93300007,188331.15,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,99698.59543269231,1468614,1.5413203366010262,0,0,469.1808648870001,17112166.218000002,34.7025,0,0,0,0,0,0,0,0,0,469.18086488700004,17967774.53,34.7025,63000,0,0,109235.70000000001,0,0,0,0,0,0,0,,0,0,0,146853,0,0,0,146853,0,0,0,0,0,0,0,4003949.722499999,4003949.723,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,84000,0,0,0,4848026.137500001,4932026.138,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,564.051952905,42.903,17855630.861250002,328576.5,0,0,0,0,18184207.36,0,0,0,0,0,2083200,0,2083200,150.23772111600007,10.111500000000001,13556847.793125002,0,0,0,0,13556847.79,84.13215240675,4.116,1901587.8105000001,995793.75,0,0,0,8648723.606249997,11546105.17,308.45145225300007,24.233999999999998,15950838.708,0,0,0,0,15950838.71
2019,8,2019-02-18 00:00:00,61742982.70350003,169383.9,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,99698.59543269231,1315314,1.5413203366010262,0,0,358.87127476620003,17112166.218000002,28.276500000000002,0,0,0,0,0,0,0,0,0,358.87127476620003,17967774.53,28.276500000000002,136426.5,0,0,102687.90000000001,0,0,0,0,0,0,0,,0,0,0,146853,0,0,0,146853,0,0,0,0,0,0,0,4003949.722499999,4003949.723,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,84000,0,0,0,4848026.137500001,4932026.138,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,515.737873035,42.0315,17855630.861250002,328576.5,0,0,0,0,18184207.36,0,0,0,0,0,2083200,0,2083200,142.57185322379996,7.9799999999999995,21303617.960625004,0,0,0,0,21303617.96,138.58879901475004,8.001000000000001,1901587.8105000001,3076762.5,0,0,0,8648723.606249997,13627073.92,146.338057425,9.1245,28450008.978967745,0,0,0,0,28450008.98
2019,9,2019-02-25 00:00:00,61669241.686500005,170056.95,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.9098372093023297,99698.59543269231,1266258,1.5413203366010262,0,0,350.3583010368,17112166.218000002,28.738500000000002,0,0,0,0,0,0,0,0,0,350.35830103680007,17967774.53,28.738500000000002,42000,0,0,99621.90000000001,0,0,0,0,0,0,0,,0,0,0,199353,0,0,0,199353,0,0,0,0,0,0,0,3077284.831693548,3077284.832,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,126000,0,0,0,4980399.758225808,5106399.758,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,374.46257035635006,32.550000000000004,15152626.70370968,73426.5,0,0,0,0,15226053.2,0,0,0,0,0,1190400,0,1190400,0,0,0,0,0,0,0,,131.49136674974997,7.9065,2122096.311435484,2315643.75,0,0,0,11109345.128951613,15547085.19,0,0,0,0,0,0,0,
2019,10,2019-03-04 00:00:00,54711731.21400006,149804.55000000002,533280434.8,357119029.90049994,131122625.41350001,19644473.037,886424.7000000001,461401.5,25565.4,0.876139534883725,99698.59543269231,1013313,1.5239395916876275,0,0,373.6419992319,15820112.277290322,31.332,0,0,0,0,0,0,0,0,0,373.64199923190006,16611117.89,31.332,0,0,0,87930.15000000001,0,0,0,0,0,0,0,,10.7706911865,0,0,0,477626.3303225805,0,0,477626.3303,0,0,0,0,0,0,0,1841731.6439516125,1841731.644,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5156897.919193548,5156897.919,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,334.7544985889999,28.0455,11548621.160322584,0,0,0,0,0,11548621.16,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,91.55219534474999,4.3469999999999995,2416107.646016129,0,0,0,0,14390173.8258871,16806281.47,334.36769467499994,27.541500000000003,7896945.688258066,0,0,0,0,7896945.688
